2024-10-13 1:9:6, 30.01, 48.78, 3, 875, 528
2024-10-13 1:24:7, 29.95, 47.06, 3, 833, 395
2024-10-13 1:39:7, 30.08, 47.36, 3, 839, 412
2024-10-13 1:54:7, 30.14, 45.01, 3, 803, 304
2024-10-13 2:9:8, 30.04, 44.99, 3, 824, 368
2024-10-13 2:24:8, 30.09, 44.09, 3, 801, 300
2024-10-13 2:39:8, 30.09, 44.27, 3, 821, 358
2024-10-13 2:54:8, 29.84, 44.80, 3, 857, 472
2024-10-13 3:9:9, 29.97, 43.96, 5, 1359, 2784
2024-10-13 3:24:9, 29.92, 43.90, 4, 952, 802
2024-10-13 3:39:9, 29.86, 46.33, 4, 929, 719
2024-10-13 3:54:10, 29.76, 46.93, 4, 924, 698
2024-10-13 4:9:10, 29.59, 46.29, 3, 905, 632
2024-10-13 4:24:10, 29.42, 46.30, 3, 894, 593
2024-10-13 4:39:10, 29.20, 46.41, 4, 925, 705
2024-10-13 4:54:11, 29.18, 46.32, 5, 2154, 6313
2024-10-13 5:9:11, 29.13, 46.60, 5, 1753, 5159
2024-10-13 5:24:11, 29.05, 46.95, 4, 1007, 1022
2024-10-13 5:39:12, 29.00, 47.97, 3, 903, 624
2024-10-13 5:54:12, 28.98, 48.18, 3, 901, 619
2024-10-13 6:9:12, 28.94, 47.65, 3, 897, 604
2024-10-13 6:24:12, 28.88, 47.13, 3, 866, 499
2024-10-13 6:39:13, 28.89, 46.96, 3, 880, 547
2024-10-13 6:54:13, 28.85, 46.72, 3, 878, 538
2024-10-13 7:9:13, 28.81, 46.75, 3, 892, 586
2024-10-13 7:24:14, 28.81, 46.74, 3, 891, 583
2024-10-13 7:39:14, 28.82, 47.26, 3, 887, 569
2024-10-13 7:54:14, 28.79, 47.78, 3, 903, 623
2024-10-13 8:9:14, 28.80, 47.49, 3, 892, 585
2024-10-13 8:24:15, 28.79, 46.77, 3, 889, 577
2024-10-13 8:39:15, 28.77, 46.64, 3, 898, 608
2024-10-13 8:54:15, 28.77, 46.72, 4, 924, 701
2024-10-13 9:9:16, 28.77, 46.75, 5, 1318, 2551
2024-10-13 9:24:16, 28.79, 47.33, 4, 963, 847
2024-10-13 9:39:16, 28.88, 46.89, 3, 880, 546
2024-10-13 9:54:17, 28.84, 46.22, 4, 975, 894
2024-10-13 10:9:17, 28.91, 46.15, 3, 821, 359
2024-10-13 10:24:17, 28.87, 45.41, 3, 811, 328
2024-10-13 10:39:17, 28.95, 46.16, 4, 1090, 1379
2024-10-13 10:54:18, 29.03, 46.44, 4, 921, 689
2024-10-13 11:9:18, 29.09, 46.19, 3, 862, 487
2024-10-13 11:24:18, 29.11, 46.74, 3, 852, 453
2024-10-13 11:39:19, 29.14, 46.19, 3, 894, 595
2024-10-13 11:54:19, 29.15, 45.34, 3, 805, 312
2024-10-13 12:9:19, 29.18, 46.28, 3, 837, 408
2024-10-13 12:24:19, 29.19, 46.31, 3, 857, 471
2024-10-13 12:39:20, 29.20, 45.62, 3, 831, 388
2024-10-13 12:54:20, 29.22, 45.16, 3, 838, 412
2024-10-13 13:9:20, 29.16, 44.82, 2, 606, 136
2024-10-13 13:24:21, 29.27, 45.86, 3, 886, 565
2024-10-13 13:39:21, 29.38, 46.72, 4, 1215, 1990
2024-10-13 13:54:21, 29.46, 47.19, 3, 909, 645
2024-10-13 14:9:22, 29.35, 44.30, 2, 645, 163
2024-10-13 14:24:22, 29.38, 44.11, 2, 612, 140
2024-10-13 14:39:22, 29.23, 43.65, 2, 495, 69
2024-10-13 14:54:23, 28.97, 42.42, 1, 461, 52
2024-10-13 15:9:23, 29.06, 41.08, 1, 465, 54
2024-10-13 15:24:23, 28.96, 39.91, 1, 400, 18
2024-10-13 15:39:23, 28.98, 40.16, 1, 449, 46
